Column,Type,Name,Size,Score,P value,Benj. Hoch. FDR,Mean,Median
Eosinophils,Keywords,Ribosomalprotein,163,-0.161214367,0.000403995,0.032839023,-0.027606624,0
Plasma_cells avg_logFC,GOCC name,ribonucleoprotein complex,506,-0.161483173,8.08E-10,3.21E-07,-0.117314388,0
Club_cells avg_logFC,GOMF name,"ATPase activity, coupled",210,-0.163383211,4.67E-05,0.030917711,-0.053388464,-0.04289321
Type_2_pneumocytes avg_logFC,GOMF name,inorganic cation transmembrane transporter activity,161,-0.16574582,0.000288365,0.018020073,-0.010784092,-0.004688969
Alveolar_macrophage avg_logFC,Keywords,Cilium,95,-0.166300444,0.005135266,0.078972058,-0.018297727,-0.01770905
Cd4+_T_cells avg_logFC,KEGG name,Oxidative phosphorylation,105,-0.169117944,0.002795693,0.047876237,-0.052918271,-0.033698428
Mesothelial_cells avg_logFC,KEGG name,Alzheimer's disease,136,-0.171738433,0.000560801,0.076829794,-0.061562917,-0.04226345
Alveolar_macrophage avg_logFC,Keywords,Extracellularmatrix,117,-0.172735072,0.001266953,0.036044804,-0.023582111,-0.01698051
Mki67+_proliferating_cells avg_logFC,GOBP name,monocarboxylic acid metabolic process,192,-0.173956765,3.45E-05,0.03545519,-0.080102357,-0.05397382
Mki67+_proliferating_cells avg_logFC,GOBP name,fatty acid metabolic process,152,-0.174518729,0.000212932,0.081095659,-0.084731461,-0.05397382
B_cells avg_logFC,GOBP name,translation,170,-0.176158553,7.71E-05,0.027344485,-0.045625906,-0.034196125
Club_cells avg_logFC,GOCC name,early endosome,104,-0.17666486,0.001874142,0.093082382,-0.053859394,-0.048110705
lymphatic_endothelial_cells avg_logFC,KEGG name,Alzheimer's disease,119,-0.176809233,0.000915291,0.083596596,-0.257214632,-0.247636005
Mesothelial_cells avg_logFC,KEGG name,Oxidative phosphorylation,102,-0.179948277,0.001719582,0.067309363,-0.072728828,-0.061859891
Lipofibroblast avg_logFC,Keywords,Ribosomalprotein,159,-0.180860269,8.98E-05,0.05109894,-0.046709338,0
vascular_endothelial_cells avg_logFC,Keywords,Ribosomalprotein,170,-0.181135467,4.84E-05,0.027557966,-0.041986679,-0.007209204
Alveolar_macrophage avg_logFC,GOMF name,structural molecule activity,337,-0.181897583,1.08E-08,1.79E-05,-0.047430056,-0.01522486
lymphatic_endothelial_cells avg_logFC,Keywords,Mitochondrioninnermembrane,147,-0.182514045,0.000146557,0.041695419,-0.243232591,-0.250684112
Mesothelial_cells avg_logFC,KEGG name,Parkinson's disease,99,-0.183102077,0.001672914,0.076396394,-0.073081574,-0.061391771
Type_2_pneumocytes avg_logFC,GOMF name,monovalent inorganic cation transmembrane transporter activity,117,-0.183374944,0.000617554,0.036523901,-0.017197776,-0.004688969
Cd4+_T_cells avg_logFC,GOCC name,cell surface,177,-0.184915977,2.32E-05,0.027610425,-0.04451284,-0.02493591
Lipofibroblast avg_logFC,GOMF name,structural molecule activity,256,-0.187546987,2.95E-07,0.000977232,-0.059162115,0
Eosinophils,GOMF name,structural constituent of ribosome,155,-0.188652704,5.39E-05,0.089195081,-0.037304646,0
Plasma_cells avg_logFC,GOCC name,chromosome,82,-0.190245032,0.002954028,0.083838137,-0.166035957,-0.018342081
Alveolar_macrophage avg_logFC,Keywords,Ribonucleoprotein,259,-0.190765421,1.36E-07,1.93E-05,-0.051885151,-0.02364229
vascular_endothelial_cells avg_logFC,KEGG name,Tight junction,92,-0.192797462,0.001416444,0.048513204,-0.051677349,-0.037795175
Type_2_pneumocytes avg_logFC,GOMF name,structural molecule activity,352,-0.19399147,4.40E-10,1.62E-07,-0.010559881,0
Mki67+_proliferating_cells avg_logFC,Keywords,Fattyacidmetabolism,78,-0.195172867,0.002921795,0.087500076,-0.08887809,-0.069406033
Ciliated_cells avg_logFC,GOCC name,extracellular matrix part,105,-0.195253401,0.000553527,0.073311636,-0.014381771,-0.01366791
Type_2_pneumocytes avg_logFC,GOCC name,mitochondrial membrane part,115,-0.196443056,0.00027636,0.008668963,-0.013636745,-0.01170884
B_cells avg_logFC,GOCC name,extracellular matrix part,82,-0.198304853,0.001929943,0.079327324,-0.039358695,0.005646424
Type_2_pneumocytes avg_logFC,GOCC name,mitochondrial matrix,115,-0.199389877,0.000223323,0.007194618,-0.006131511,-0.004399035
Alveolar_macrophage avg_logFC,KEGG name,Parkinson's disease,107,-0.200533414,0.000343833,0.007850854,-0.052927746,-0.023133401
Plasma_cells avg_logFC,KEGG name,Cell cycle - yeast,55,-0.203665919,0.009070086,0.099408147,-0.171444416,-0.04097284
B_cells avg_logFC,Keywords,Ribosomalprotein,175,-0.205367309,2.94E-06,0.000557316,-0.048045766,-0.04100965
Type_2_pneumocytes avg_logFC,KEGG name,Alzheimer's disease,149,-0.205659668,1.50E-05,0.000341656,-0.012874831,-0.007951694
non-classical_monocyte_(Ly6c2-) avg_logFC,KEGG name,Ribosome,83,-0.207568685,0.001103159,0.060453138,-0.022709044,0
Type_2_pneumocytes avg_logFC,GOBP name,translation,173,-0.20780644,2.47E-06,0.000223143,-0.017132805,0
Club_cells avg_logFC,GOBP name,microtubule cytoskeleton organization,175,-0.20803073,2.16E-06,0.005540889,-0.050854653,-0.052380972
Type_2_pneumocytes avg_logFC,KEGG name,Parkinson's disease,108,-0.208448394,0.000183855,0.001737114,-0.019617368,-0.009492598
Type_2_pneumocytes avg_logFC,GOCC name,extracellular matrix part,137,-0.211929915,1.87E-05,0.0008939,-0.011831893,-0.004012225
lymphatic_endothelial_cells avg_logFC,KEGG name,Huntington's disease,129,-0.212883987,3.28E-05,0.004486785,-0.296603752,-0.306329995
Mki67+_proliferating_cells avg_logFC,Keywords,FAD,77,-0.213283361,0.0012327,0.063764216,-0.054876315,-0.073210903
Alveolar_macrophage avg_logFC,GOBP name,rRNA metabolic process,98,-0.217824838,0.00019726,0.032197135,-0.054299133,-0.0319759
Mki67+_proliferating_cells avg_logFC,Keywords,Flavoprotein,75,-0.21952448,0.001028721,0.065038027,-0.05476884,-0.082716703
Alveolar_macrophage avg_logFC,GOBP name,rRNA processing,94,-0.221765937,0.000205463,0.033012135,-0.056939765,-0.03507214
Alveolar_macrophage avg_logFC,KEGG name,Cardiac muscle contraction,44,-0.223114927,0.010481527,0.065271328,-0.071036785,-0.01780359
Cd4+_T_cells avg_logFC,KEGG name,Parkinson's disease,102,-0.224140929,9.41E-05,0.006444066,-0.06970042,-0.083142273
Plasma_cells avg_logFC,GOCC name,midbody,64,-0.224390195,0.001935546,0.069914273,-0.150470705,0.008441027
Type_2_pneumocytes avg_logFC,KEGG name,Protein digestion and absorption,51,-0.224488078,0.005561288,0.026733211,-0.019911157,-0.004192669
Type_2_pneumocytes avg_logFC,GOBP name,extracellular matrix organization,127,-0.225489476,1.16E-05,0.000870343,-0.012142908,-0.004129385
Mki67+_proliferating_cells avg_logFC,GOCC name,extracellular matrix part,76,-0.226720228,0.000643617,0.085243551,-0.094739131,-0.068015646
B_cells avg_logFC,GOMF name,structural constituent of ribosome,168,-0.227470977,3.88E-07,0.001283687,-0.058832248,-0.046985315
Type_2_pneumocytes avg_logFC,GOBP name,extracellular structure organization,128,-0.227717918,8.76E-06,0.00068779,-0.012138399,-0.004273409
Alveolar_macrophage avg_logFC,KEGG name,Pyrimidine metabolism,82,-0.228556979,0.000350513,0.007387743,-0.036526644,-0.03808002
Type_2_pneumocytes avg_logFC,GOCC name,ribosome,112,-0.23005171,2.63E-05,0.001162273,-0.018042503,-0.007778155
Alveolar_macrophage avg_logFC,GOCC name,small ribosomal subunit,57,-0.231273067,0.002541122,0.073878468,-0.074482198,-0.00192142
Type_2_pneumocytes avg_logFC,Keywords,Extracellularmatrix,139,-0.232203788,2.33E-06,6.03E-05,-0.013366815,-0.005147232
Cd4+_T_cells avg_logFC,KEGG name,Ribosome,86,-0.234175266,0.000177629,0.009734088,-0.049541384,-0.038957924
Type_2_pneumocytes avg_logFC,Keywords,Ribosomalprotein,176,-0.234323786,8.47E-08,3.21E-06,-0.022966336,0
vascular_endothelial_cells avg_logFC,KEGG name,Oxidative phosphorylation,102,-0.236447931,3.80E-05,0.003469475,-0.06689542,-0.066823721
Type_2_pneumocytes avg_logFC,Keywords,Sensorytransduction,72,-0.236533013,0.000522468,0.006606313,-0.005880268,-0.002873199
Alveolar_macrophage avg_logFC,KEGG name,DNA replication,33,-0.236609661,0.018695304,0.096651195,-0.031539674,-0.029273169
Type1_pneumocytes avg_logFC,KEGG name,Oxidative phosphorylation,90,-0.237524447,0.000106755,0.029250928,-0.551017634,-0.545755446
Type_2_pneumocytes avg_logFC,GOCC name,small ribosomal subunit,57,-0.239299793,0.001784116,0.038666668,-0.024114819,0
Alveolar_macrophage avg_logFC,KEGG name,Huntington's disease,156,-0.239612222,2.52E-07,3.45E-05,-0.050265009,-0.030715619
vascular_endothelial_cells avg_logFC,KEGG name,Parkinson's disease,101,-0.240659251,3.02E-05,0.004130636,-0.068947518,-0.064860828
Type_2_pneumocytes avg_logFC,Keywords,Collagen,56,-0.241750669,0.001758339,0.016137019,-0.013431594,-0.005425618
Alveolar_macrophage avg_logFC,Keywords,Proteasome,52,-0.24411818,0.00233756,0.053202869,-0.056026108,-0.079560123
vascular_endothelial_cells avg_logFC,KEGG name,Epithelial cell signaling in Helicobacter pylori infection,56,-0.246430261,0.001437827,0.043773859,-0.061645286,-0.060405491
Alveolar_macrophage avg_logFC,KEGG name,Ribosome biogenesis in eukaryotes,73,-0.246522723,0.000273549,0.009369059,-0.036991345,-0.03729175
Type_2_pneumocytes avg_logFC,GOCC name,collagen,61,-0.249730709,0.000745616,0.018138246,-0.012733965,-0.00584455
Plasma_cells avg_logFC,GOMF name,structural molecule activity,276,-0.25077957,1.05E-12,1.74E-09,-0.151217309,0
B_cells avg_logFC,GOCC name,large ribosomal subunit,51,-0.251768518,0.00188193,0.080116443,-0.058145292,-0.063131221
vascular_endothelial_cells avg_logFC,KEGG name,Ribosome,83,-0.251882828,7.45E-05,0.005101516,-0.062259061,0
Alveolar_macrophage avg_logFC,GOCC name,large ribosomal subunit,52,-0.252476964,0.001644884,0.057667711,-0.084252266,-0.036705704
lymphatic_endothelial_cells avg_logFC,KEGG name,Oxidative phosphorylation,94,-0.254528649,2.15E-05,0.00589319,-0.340162328,-0.336662412
Type_2_pneumocytes avg_logFC,GOMF name,structural constituent of ribosome,170,-0.256378018,8.36E-09,1.63E-06,-0.0248845,0
Alveolar_macrophage avg_logFC,KEGG name,Ribosome,86,-0.258575444,3.45E-05,0.002366586,-0.088091879,-0.00351335
Plasma_cells avg_logFC,KEGG name,Nucleotide excision repair,39,-0.259444236,0.005091906,0.077510126,-0.185052338,-0.116834097
Type_2_pneumocytes avg_logFC,KEGG name,Ribosome,86,-0.259995214,3.11E-05,0.000472658,-0.032332993,0
Type_2_pneumocytes avg_logFC,Keywords,Vision,31,-0.263997249,0.010973536,0.086721419,-0.012422517,-0.003041532
Plasma_cells avg_logFC,KEGG name,Protein processing in endoplasmic reticulum,138,-0.26451636,8.91E-08,3.49E-06,-0.225487816,-0.135303952
Alveolar_macrophage avg_logFC,Keywords,Ribosomalprotein,176,-0.264809511,1.46E-09,2.77E-07,-0.076395425,-0.034336619
Type1_pneumocytes avg_logFC,GOCC name,mitochondrial membrane part,85,-0.266749816,2.33E-05,0.027783116,-0.558863784,-0.718803525
Plasma_cells avg_logFC,GOBP name,electron transport chain,85,-0.267858719,2.04E-05,0.016138787,-0.239505644,-0.241371006
Mki67+_proliferating_cells avg_logFC,KEGG name,Complement and coagulation cascades,35,-0.275143022,0.004874724,0.089044953,-0.165487115,-0.091889888
Type_2_pneumocytes avg_logFC,Keywords,Basementmembrane,29,-0.27550046,0.010244452,0.082099902,-0.037595834,-0.004192669
B_cells avg_logFC,KEGG name,Protein digestion and absorption,31,-0.275530222,0.007954459,0.066046114,-0.083821114,-0.063447699
Alveolar_macrophage avg_logFC,GOCC name,ribosome,113,-0.277036777,3.75E-07,7.45E-05,-0.07104598,-0.04774582
Type_2_pneumocytes avg_logFC,GOMF name,hydrogen ion transmembrane transporter activity,74,-0.278389368,3.49E-05,0.003302267,-0.0263818,-0.01072308
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Citrate cycle (TCA cycle),28,-0.278529465,0.010782663,0.086895576,-0.097822737,-0.099734414
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Pyruvate metabolism,30,-0.281180223,0.007720685,0.072947166,-0.095954641,-0.065366387
Type_2_pneumocytes avg_logFC,GOBP name,purine ribonucleoside triphosphate biosynthetic process,36,-0.281327885,0.003494529,0.08872652,-0.03008075,-0.011921225
Ciliated_cells avg_logFC,Keywords,Collagen,40,-0.282473873,0.002000138,0.071129915,-0.030156745,-0.038995264
Type_2_pneumocytes avg_logFC,Keywords,Respiratorychain,48,-0.282835972,0.00070092,0.007669679,-0.02439168,-0.015726915
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Fatty acid metabolism,32,-0.283264944,0.005578456,0.072785569,-0.082784782,-0.09978874
Club_cells avg_logFC,GOCC name,sarcolemma,45,-0.285162693,0.000939106,0.055970726,-0.071497621,-0.060362741
Plasma_cells avg_logFC,GOCC name,endoplasmic reticulum lumen,54,-0.286980599,0.000269027,0.012333869,-0.197250852,-0.131729346
Alveolar_macrophage avg_logFC,GOBP name,cellular component biogenesis,73,-0.287959256,2.13E-05,0.007300488,-0.06378148,-0.04726788
Mki67+_proliferating_cells avg_logFC,KEGG name,PPAR signaling pathway,38,-0.289054214,0.002061004,0.056471504,-0.156196104,-0.111669552
Plasma_cells avg_logFC,Keywords,Mitochondrioninnermembrane,165,-0.28962481,1.61E-10,2.29E-08,-0.242312686,-0.098513886
Mki67+_proliferating_cells avg_logFC,KEGG name,Fatty acid metabolism,34,-0.289632547,0.003489884,0.07355602,-0.127989684,-0.108349949
Alveolar_macrophage avg_logFC,GOMF name,structural constituent of ribosome,171,-0.292075926,4.80E-11,1.59E-07,-0.085333661,-0.03868524
Plasma_cells avg_logFC,Keywords,Ribonucleoprotein,247,-0.293016908,3.15E-15,8.95E-13,-0.179412321,-0.072487667
Plasma_cells avg_logFC,KEGG name,Endocrine and other factor-regulated calcium reabsorption,29,-0.295465738,0.005920999,0.085387042,-0.173702594,-0.130842
lymphatic_endothelial_cells avg_logFC,Keywords,Electrontransport,67,-0.296115662,2.91E-05,0.016571327,-0.375754565,-0.412588507
Alveolar_macrophage avg_logFC,GOBP name,translation,174,-0.297576988,1.39E-11,1.43E-07,-0.083089347,-0.044931831
Plasma_cells avg_logFC,GOCC name,ribosome,107,-0.298782661,1.00E-07,9.94E-06,-0.184386121,-0.08157403
Alveolar_macrophage avg_logFC,KEGG name,Proteasome,41,-0.29989618,0.000895918,0.013637863,-0.058781026,-0.098243684
Type_2_pneumocytes avg_logFC,GOBP name,purine nucleoside triphosphate biosynthetic process,37,-0.300381938,0.001570986,0.050325398,-0.034015533,-0.01350547
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,"Valine, leucine and isoleucine degradation",39,-0.300900796,0.001156951,0.031700445,-0.106669614,-0.108531304
Fn1+_macrophage avg_logFC,KEGG name,Ribosome,80,-0.301155144,3.49E-06,0.00095518,-0.167654158,0
Alveolar_macrophage avg_logFC,GOBP name,cellular component biogenesis at cellular level,54,-0.30241845,0.000122009,0.023233644,-0.067728247,-0.041209185
Ciliated_cells avg_logFC,GOCC name,collagen,43,-0.303214368,0.000584051,0.069618888,-0.0324889,-0.039027039
Type_2_pneumocytes avg_logFC,Keywords,Hydrogeniontransport,39,-0.303662579,0.001035089,0.009982465,-0.021517507,-0.01236486
lymphatic_endothelial_cells avg_logFC,Keywords,Respiratorychain,45,-0.303963497,0.000428985,0.06102305,-0.406240377,-0.428127915
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of fibroblast proliferation,31,-0.304432914,0.003355668,0.087579517,-0.014936121,-0.01062936
Alveolar_macrophage avg_logFC,KEGG name,Propanoate metabolism,29,-0.305748053,0.004386262,0.041442615,-0.077023642,-0.047368761
Type_2_pneumocytes avg_logFC,KEGG name,Oxidative phosphorylation,111,-0.308293973,2.05E-08,1.41E-06,-0.030260977,-0.01987778
Plasma_cells avg_logFC,GOMF name,monovalent inorganic cation transmembrane transporter activity,76,-0.312308221,2.61E-06,0.000865687,-0.288338094,-0.065758122
Lipofibroblast avg_logFC,KEGG name,Ribosome,81,-0.313158527,1.17E-06,0.000320778,-0.120435239,0
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Base excision repair,26,-0.313275799,0.005715903,0.071188979,-0.079308449,-0.112815715
Club_cells avg_logFC,KEGG name,Endometrial cancer,46,-0.316366768,0.000206777,0.056657029,-0.076546334,-0.075506866
Plasma_cells avg_logFC,Keywords,Hydrogeniontransport,32,-0.321658986,0.001650537,0.052175295,-0.303850738,-0.238018356
Plasma_cells avg_logFC,GOBP name,translation,162,-0.325615556,1.05E-12,1.08E-08,-0.200926234,-0.065568041
Alveolar_macrophage avg_logFC,KEGG name,Mismatch repair,21,-0.328383076,0.009199852,0.064634858,-0.044113823,-0.030724781
Plasma_cells avg_logFC,Keywords,Electrontransport,74,-0.330896033,8.96E-07,6.37E-05,-0.277678316,-0.303536043
Plasma_cells avg_logFC,GOCC name,large ribosomal subunit,49,-0.332600501,5.74E-05,0.003257477,-0.244704552,-0.179189101
Plasma_cells avg_logFC,KEGG name,Protein export,22,-0.333961159,0.006723261,0.087722552,-0.229700912,-0.206722192
Plasma_cells avg_logFC,KEGG name,RNA polymerase,27,-0.335008615,0.00260216,0.044561995,-0.194030865,-0.130166098
Type_2_pneumocytes avg_logFC,KEGG name,Linoleic acid metabolism,15,-0.335826483,0.024338068,0.092619868,-0.033184093,-0.01019567
Alveolar_macrophage avg_logFC,Keywords,Ribosomebiogenesis,47,-0.336525181,6.62E-05,0.003423857,-0.065688152,-0.070330411
CD209+/Cd11b+_dendritic_cells avg_logFC,Keywords,Potassium,29,-0.336846616,0.001703009,0.096901186,-0.134435066,-0.107837498
Fn1+_macrophage avg_logFC,GOCC name,small ribosomal subunit,52,-0.338777082,2.48E-05,0.014806528,-0.201148828,-0.023136515
Plasma_cells avg_logFC,GOBP name,ribonucleotide biosynthetic process,54,-0.340247849,1.56E-05,0.013388673,-0.273215126,-0.187795602
Cd4+_T_cells avg_logFC,KEGG name,Cardiac muscle contraction,39,-0.34259385,0.00021556,0.009843927,-0.117197155,-0.138619199
Plasma_cells avg_logFC,GOBP name,purine-containing compound biosynthetic process,62,-0.342789637,3.14E-06,0.002934742,-0.251858634,-0.130375199
Alveolar_macrophage avg_logFC,GOBP name,ribonucleoprotein complex biogenesis,49,-0.344305198,3.08E-05,0.008559683,-0.078618763,-0.04726788
B_cells avg_logFC,KEGG name,Ribosome,85,-0.346350509,3.52E-08,4.82E-06,-0.094847821,-0.103185803
Club_cells avg_logFC,GOCC name,axoneme part,26,-0.349238234,0.002059004,0.094397394,-0.095217517,-0.089380708
Eosinophils,Keywords,Collagen,29,-0.353716735,0.000985594,0.062311464,-0.187692178,0
Plasma_cells avg_logFC,Keywords,Ribosomalprotein,169,-0.358333651,1.19E-15,6.79E-13,-0.219079349,-0.103739902
Alveolar_macrophage avg_logFC,KEGG name,RNA polymerase,27,-0.359972132,0.001209176,0.015776873,-0.052242681,-0.05282468
Cd4+_T_cells avg_logFC,KEGG name,Histidine metabolism,21,-0.364219491,0.003871216,0.058928517,-0.12215121,-0.062969007
Type_2_pneumocytes avg_logFC,GOCC name,"proton-transporting two-sector ATPase complex, proton-transporting domain",22,-0.367700869,0.002833664,0.052776994,-0.036498426,-0.02169645
Alveolar_macrophage avg_logFC,GOCC name,cytosolic large ribosomal subunit,28,-0.370594502,0.000690683,0.031665174,-0.115860544,-0.096384395
Neutrophils,KEGG name,Cytosolic DNA-sensing pathway,30,-0.37363199,0.000405019,0.055487605,-0.223050165,-0.258336805
Plasma_cells avg_logFC,GOBP name,purine nucleotide biosynthetic process,55,-0.374024535,1.65E-06,0.00188607,-0.272341228,-0.149276301
B_cells avg_logFC,GOCC name,cytosolic large ribosomal subunit,27,-0.374734876,0.000754008,0.047304073,-0.0918045,-0.114824399
Plasma_cells avg_logFC,GOMF name,structural constituent of ribosome,161,-0.375415175,2.63E-16,8.73E-13,-0.234921737,-0.107202202
